Sample,WMGR,"WMGR, no SAR11","WMGR, copio","WMGR, Heterotrophs",WMCN,"WMCN, no SAR11","WMCN, no CN1","WMCN, Heterotrophs",SAR11 rel. abund.,CN1 rel abund,Temperature,Phosphate,Nitrate,Chlorophylle-a,Date,Latitude,Longitude,Depth,Salinity,Oxygen,pH,Ammonia,DOC,DIC,POC,Nitrogen Dioxide,SIOH4,Day Length (hours),Nitrate/Nitrite,Silicate,Size fraction lower threshold,Size fraction upper threshold,Filter Fraction,Sample Site,Nitrite,Salinity [PSU] Lab,Oxygen.1,CO2,Chlf: CTD,Satellite_Chla_mean,Chl_A_Sat,ChlA_Sat8,Insolation,Nitrogen
P1202_1016_LMO,0.297008133,0.29746024,0.374901417,0.324976735,2.047270488,2.051298483,2.167279063,2.037412472,0.003831448,0.102810527,17.4,0.029222222,0.547008366,1.5944,9/12/13,,,,6.82,,,0.679904762,375.227995,,,,,,,7.305365854,,,0.2,,,,,,,,,,,
P1202_1017_LMO,0.26326523,0.264017493,0.313269751,0.267057738,2.119676228,2.13457135,2.240157895,2.149208466,0.013128414,0.097150264,17.1,0.058444444,0.402904011,2.0336,9/16/13,,,,6.82,,,0.594916667,377.8370095,,,,,,,5.884878049,,,0.2,,,,,,,,,,,
P1202_1019_LMO,0.25299838,0.256383685,0.331565641,0.269675877,2.050477434,2.100464616,2.247154814,2.006837017,0.045423707,0.157700855,14.6,0.087666667,0.670699378,1.892,9/26/13,,,,6.71,,,0.934869048,374.5698652,,,,,,,7.427121951,,,0.2,,,,,,,,,,,
P1202_1020_LMO,0.274489932,0.275108571,0.330084169,0.293149266,2.009189377,2.014292648,2.080464032,1.989472889,0.005031359,0.065966707,13.8,0.058444444,0.278914583,2.0292,9/30/13,,,,6.71,,,1.189833333,371.8668321,,,,,,,9.091121951,,,0.2,,,,,,,,,,,
P1202_1023_LMO,0.266357522,0.26780596,0.32593033,0.282383022,2.175729007,2.205984356,2.297827013,2.174867867,0.02508768,0.094078798,13.2,0.116888889,0.380207143,3.0712,10/14/13,,,,6.82,,,1.133174603,371.232207,,,,,,,8.261614035,,,0.2,,,,,,,,,,,
P1202_1024_LMO,0.307740578,0.308314904,0.358487088,0.329437276,2.022407407,2.02670046,2.092449728,2.008041091,0.004181407,0.064114914,12.9,0.087666667,0.224667857,2.3216,10/17/13,,,,6.82,,,0.679904762,366.0611873,,,,,,,7.035508772,,,0.2,,,,,,,,,,,
P1202_1026_LMO,0.25131747,0.25324651,0.318963913,0.263544693,2.126978215,2.166756181,2.325686233,2.112388753,0.034092783,0.149890685,8.5,0.409111111,1.463221429,1.4696,10/31/13,,,,7.15,,,0.679904762,355.9541942,,,,,,,10.85978947,,,0.2,,,,,,,,,,,
P1202_1027_LMO,0.247300057,0.249283452,0.302356089,0.255244068,2.324466911,2.370734375,2.504852336,2.337100573,0.033753778,0.119869186,7.1,0.847444444,2.321567857,1.0088,11/4/13,,,,7.48,,,0.736563492,350.1250447,,,,,,,13.07845614,,,0.2,,,,,,,,,,,
P1202_1030_LMO,0.259109866,0.259109866,0.343421589,0.28423124,2.124938727,2.128228654,2.324053684,2.079863239,0.002916011,0.150382843,6.7,0.454918919,1.722213542,1.3528,12/3/13,,,,6.82,,,1.109439189,367.7300164,,,,,,,10.43525424,,,0.2,,,,,,,,,,,
P1202_1031_LMO,0.245249615,0.246849492,0.338885989,0.268586859,2.158248578,2.188767887,2.37276079,2.063635629,0.02567306,0.156263359,6,0.568648649,1.747416667,0.8904,12/11/13,,,,6.82,,,1.012966216,358.1401252,,,,,,,11.67620339,,,0.2,,,,,,,,,,,
P10353_1005_LMO,0.411904006,0.416235994,0.497562367,0.448291701,2.92212914,3.020168856,3.173437879,3.048692334,0.048530456,0.115627293,11.6,0.467555556,0.184857807,0.66,5/23/17,,,,6.4,,,0.757810516,371.25,,,,,,,13.96732046,,,0.2,,,,,,,,,,,
P10353_1006_LMO,0.246742124,0.249713721,0.394554876,0.338037854,2.303382303,2.34411942,2.378589592,2.38946443,0.030307662,0.054553791,13.6,0.310009662,0.15121875,1.076,6/15/17,,,,6.6,,,0.688754977,365,,,,,,,10.49146099,,,0.2,,,,,,,,,,,
P10353_1007_LMO,0.221107279,0.221107279,0.373772204,0.324985671,2.314054273,2.314054273,2.35647253,2.30013913,0,0.031271004,16.4,0.192866667,0.298073974,1.6816,6/20/17,,,,6.3,,,1.034021825,381.6666667,,,,,,,7.292046332,,,0.2,,,,,,,,,,,
P10353_1008_LMO,0.231378649,0.23959145,0.323589237,0.247834178,2.023839439,2.152348197,2.305565229,1.971129785,0.111519034,0.215788368,14.6,0.203285024,0.272526099,2.7052,7/6/17,,,,6.2,,,0.765283308,,,,,,,,12.61571631,,,0.2,,,,,,,,,,,
P10353_1009_LMO,0.216809461,0.219074232,0.314218876,0.239362298,2.144001703,2.213037266,2.39106408,2.094794611,0.056911329,0.177606755,16.4,0.181177778,0.231711742,2.2732,7/19/17,,,,6,,,0.800304563,,,,,,,,12.66952896,,,0.2,,,,,,,,,,,
P10353_1010_LMO,0.188540114,0.189663301,0.379273973,0.313798864,2.852424543,2.904526502,3.005983892,2.269207194,0.027356909,0.076550639,18.2,0.142299517,0.275134115,3.728,8/1/17,,,,6.5,,,1.093261868,,,,,,,,12.63931915,,,0.2,,,,,,,,,,,
P10353_1011_LMO,0.229794551,0.23004589,0.30351885,0.287681141,1.92426202,1.928226319,2.315518195,1.756560151,0.004270832,0.297416012,16.9,0.218531401,0.279173077,2.8332,8/15/17,,,,6.2,,,1.005800919,,,,,,,,11.57129078,,,0.2,,,,,,,,,,,
P10353_1012_LMO,0.277956612,0.279327342,0.35118267,0.294002864,2.098907548,2.117563443,2.276188518,2.070664833,0.016693365,0.138914406,12.5,0.244110497,0.241710682,3.4288,10/17/17,,,,6.6,,,,,,,,,,,11.65905648,,,0.2,,,,,,,,,,,
P10353_1013_LMO,0.242254809,0.245565457,0.327391258,0.247082177,2.058003279,2.109520897,2.273567577,2.036939424,0.04643231,0.169260197,10,0.38360221,0.574362018,2.0544,10/31/17,,,,6.4,,,,,,,,,,,14.23521595,,,0.2,,,,,,,,,,,
P10353_1014_LMO,0.273362372,0.279046466,0.377629448,0.287351117,2.092901572,2.171688377,2.337861473,2.02147694,0.067242116,0.183098106,8.2,0.47078453,0.653336795,1.44,11/13/17,,,,6.8,,,,,,,,,,,14.67194684,,,0.2,,,,,,,,,,,
P10353_1015_LMO,0.247066737,0.256131174,0.351173808,0.25514462,1.966306894,2.103983959,2.262614825,1.869544194,0.124709299,0.234678008,7,0.540530387,0.947697329,1.4964,11/30/17,,,,6.9,,,,,,,,,,,15.78865116,,,0.2,,,,,,,,,,,
P10353_1016_LMO,0.2426361,0.243547028,0.359632821,0.255434272,2.075822023,2.094297887,2.313457272,1.97486705,0.016883761,0.180923472,6.2,0.616088398,1.780522255,1.274,12/12/17,,,,6.7,,,,,,,,,,,16.06506312,,,0.2,,,,,,,,,,,
P10353_1017_LMO,0.304146522,0.310425856,0.40922356,0.325440425,2.46401549,2.566633689,2.643767956,2.526872774,0.065502357,0.109353918,11.6,0.467555556,0.184857807,0.66,5/23/17,,,,6.4,,,0.757810516,371.25,,,,,,,13.96732046,,,3-0.2,,,,,,,,,,,
P10353_1018_LMO,0.182008265,0.193035854,0.368666891,0.210807903,2.118925666,2.315597741,2.353736776,2.091909651,0.149492561,0.173454038,13.6,0.310009662,0.15121875,1.076,6/15/17,,,,6.6,,,0.688754977,365,,,,,,,10.49146099,,,3-0.2,,,,,,,,,,,
P10353_1019_LMO,0.198892681,0.21346113,0.342951282,0.209258528,2.262266417,2.553684941,2.622359804,2.200455082,0.187566035,0.221956552,16.4,0.192866667,0.298073974,1.6816,6/20/17,,,,6.3,,,1.034021825,381.6666667,,,,,,,7.292046332,,,3-0.2,,,,,,,,,,,
P10353_1020_LMO,0.190095288,0.193197383,0.304723355,0.23469573,2.183103386,2.249883372,2.322452019,2.220433714,0.053428974,0.105371409,14.6,0.203285024,0.272526099,2.7052,7/6/17,,,,6.2,,,0.765283308,,,,,,,,12.61571631,,,3-0.2,,,,,,,,,,,
P10353_1021_LMO,0.167503942,0.169694733,0.264513702,0.219681202,2.041056525,2.095166141,2.179942861,2.037455362,0.049407679,0.117705985,16.4,0.181177778,0.231711742,2.2732,7/19/17,,,,6,,,0.800304563,,,,,,,,12.66952896,,,3-0.2,,,,,,,,,,,
P10353_1022_LMO,0.204589608,0.211648324,0.27779443,0.246884535,1.957815139,2.071820805,2.258546855,1.869031282,0.106366349,0.238951545,18.2,0.142299517,0.275134115,3.728,8/1/17,,,,6.5,,,1.093261868,,,,,,,,12.63931915,,,3-0.2,,,,,,,,,,,
P10353_1023_LMO,0.212641653,0.227431104,0.29242484,0.237522842,1.944659731,2.167671384,2.38909384,1.867657344,0.190988369,0.319945346,16.9,0.218531401,0.279173077,2.8332,8/15/17,,,,6.2,,,1.005800919,,,,,,,,11.57129078,,,3-0.2,,,,,,,,,,,
P10353_1024_LMO,0.226092986,0.238692922,0.315885643,0.2371025,2.004765387,2.19027662,2.309219713,1.959935744,0.155855564,0.232546397,12.5,0.244110497,0.241710682,3.4288,10/17/17,,,,6.6,,,,,,,,,,,11.65905648,,,3-0.2,,,,,,,,,,,
P10353_1025_LMO,0.266123991,0.271677065,0.316388508,0.271283606,2.06466524,2.139702657,2.239064516,2.057498091,0.065839468,0.140750763,10,0.38360221,0.574362018,2.0544,10/31/17,,,,6.4,,,,,,,,,,,14.23521595,,,3-0.2,,,,,,,,,,,
P10353_1026_LMO,0.271504964,0.274186984,0.337402759,0.286414067,2.102889123,2.141379951,2.234796608,2.076706681,0.033723063,0.106825273,8.2,0.47078453,0.653336795,1.44,11/13/17,,,,6.8,,,,,,,,,,,14.67194684,,,3-0.2,,,,,,,,,,,
P10353_1027_LMO,0.245114074,0.251707808,0.336090655,0.256790867,2.089137978,2.172087819,2.282693915,1.893678964,0.070771012,0.150897992,7,0.540530387,0.947697329,1.4964,11/30/17,,,,6.9,,,,,,,,,,,15.78865116,,,3-0.2,,,,,,,,,,,
P10353_1028_LMO,0.255017173,0.260179067,0.365966669,0.264271471,2.040400408,2.119226982,2.276770244,1.961316386,0.07042948,0.185131066,6.2,0.616088398,1.780522255,1.274,12/12/17,,,,6.7,,,,,,,,,,,16.06506312,,,3-0.2,,,,,,,,,,,
P10353_1029_LMO,0.261835076,0.261867969,0.406388719,0.363403193,3.138641471,3.139696612,3.221534127,2.86815855,0.000493127,0.037313249,11.6,0.467555556,0.184857807,0.66,5/23/17,,,,6.4,,,0.757810516,371.25,,,,,,,13.96732046,,,3,,,,,,,,,,,
P10353_1030_LMO,0.167311224,0.16792015,0.356597752,0.298268931,2.933037576,2.970058969,3.053556758,2.221983086,0.018792023,0.058688021,13.6,0.310009662,0.15121875,1.076,6/15/17,,,,6.6,,,0.688754977,365,,,,,,,10.49146099,,,3,,,,,,,,,,,
P10353_1031_LMO,0.172011213,0.172452511,0.347264936,0.292764825,3.137105529,3.170544711,3.3613444,2.141752588,0.015405894,0.094962374,16.4,0.192866667,0.298073974,1.6816,6/20/17,,,,6.3,,,1.034021825,381.6666667,,,,,,,7.292046332,,,3,,,,,,,,,,,
P10353_1032_LMO,0.165028666,0.165206199,0.29819187,0.292509751,3.067678889,3.082004479,3.17293575,2.214157082,0.006880672,0.048439932,14.6,0.203285024,0.272526099,2.7052,7/6/17,,,,6.2,,,0.765283308,,,,,,,,12.61571631,,,3,,,,,,,,,,,
P10353_1033_LMO,0.202801846,0.203585397,0.300693738,0.246294114,2.365940663,2.389096076,2.562475596,2.095751682,0.016669411,0.125784322,16.4,0.181177778,0.231711742,2.2732,7/19/17,,,,6,,,0.800304563,,,,,,,,12.66952896,,,3,,,,,,,,,,,
P10353_1034_LMO,0.199813232,0.2000779,0.27127084,0.246448265,2.0788505,2.084817829,2.473151626,1.770933343,0.005500766,0.267658209,18.2,0.142299517,0.275134115,3.728,8/1/17,,,,6.5,,,1.093261868,,,,,,,,12.63931915,,,3,,,,,,,,,,,
P10353_1035_LMO,0.255785622,0.255785622,0.414525392,0.306274024,1.944983167,1.945238272,2.119997759,1.78849069,0.000269885,0.156263341,16.9,0.218531401,0.279173077,2.8332,8/15/17,,,,6.2,,,1.005800919,,,,,,,,11.57129078,,,3,,,,,,,,,,,
P10353_1036_LMO,0.223488308,0.223928618,0.312851779,0.307410886,1.971645209,1.978381697,2.136796029,1.794923376,0.006885338,0.145277443,12.5,0.244110497,0.241710682,3.4288,10/17/17,,,,6.6,,,,,,,,,,,11.65905648,,,3,,,,,,,,,,,
P10353_1037_LMO,0.203701204,0.20393618,0.284280735,0.287699056,2.255434473,2.262061792,2.636197537,1.780953526,0.005251184,0.232712161,10,0.38360221,0.574362018,2.0544,10/31/17,,,,6.4,,,,,,,,,,,14.23521595,,,3,,,,,,,,,,,
P10353_1038_LMO,0.21299909,0.213160869,0.335471266,0.252853181,2.040404741,2.044668688,2.213144979,1.812563826,0.004081626,0.142390432,8.2,0.47078453,0.653336795,1.44,11/13/17,,,,6.8,,,,,,,,,,,14.67194684,,,3,,,,,,,,,,,
P10353_1039_LMO,0.241357243,0.241441721,0.398263607,0.314633467,2.104205341,2.105871522,2.293479325,1.795668634,0.001506667,0.146329346,7,0.540530387,0.947697329,1.4964,11/30/17,,,,6.9,,,,,,,,,,,15.78865116,,,3,,,,,,,,,,,
P10353_1040_LMO,0.232920466,0.233300565,0.380350688,0.291763199,2.154114027,2.161039607,2.353032732,1.900331381,0.005964982,0.14701692,6.2,0.616088398,1.780522255,1.274,12/12/17,,,,6.7,,,,,,,,,,,16.06506312,,,3,,,,,,,,,,,
P13006_1001_LMO,0.234001988,0.234304202,0.375390504,0.241960491,2.164013576,2.171752726,2.325268065,2.161094574,0.006604764,0.121676884,4.2,0.720707182,2.321379822,0.6024,1/9/18,,,,7.3,,,,,,,,,,,17.47476412,,,0.2,,,,,,,,,,,
P13006_1002_LMO,0.190341059,0.193536575,0.351267176,0.195564927,2.146558119,2.204645007,2.342774176,1.98153183,0.048219091,0.146127369,4.4,0.638180095,2.477874466,,1/23/18,,,,7.4,,,0.96455239,,,,,,,,20.2944,,,0.2,,,,,,,,,,,
P13006_1003_LMO,0.218246311,0.219721121,0.34240532,0.226536006,2.18477166,2.211306133,2.382621483,2.146643643,0.02190567,0.143097605,2.7,0.712966825,2.76919664,,2/20/18,,,,7.5,,,0.570857537,,,,,,,,22.8992,,,0.2,,,,,,,,,,,
P13006_1004_LMO,0.221015965,0.222102179,0.351153632,0.24640491,2.324492724,2.335796831,2.428571335,2.139452293,0.008462444,0.072855033,2.4,0.543450237,2.263545202,1.626,4/3/18,,,,6.9,,,0.511803309,,,,,,,,19.3152,,,0.2,,,,,,,,,,,
P13006_1005_LMO,0.287311126,0.287493793,0.36280372,0.304554392,2.430861009,2.433931198,2.508522039,2.466447398,0.002141099,0.051481535,5.4,0.339033175,0.151712805,10.466,4/19/18,,,,6.5,,,0.524926471,,,,,,,,14.7008,,,0.2,,,,,,,,,,,
P13006_1006_LMO,0.285564072,0.286104894,0.398016563,0.314197818,2.314771116,2.322368737,2.53329008,2.305417914,0.005745463,0.142516388,6.1,0.2492891,0.072533749,3.5512,5/2/18,,,,6.8,,,0.538049632,,,,,,,,14.0288,,,0.2,,,,,,,,,,,
P13006_1007_LMO,0.189995568,0.190312528,0.305926464,0.195242597,2.42813102,2.437561195,2.671231556,2.436122103,0.006559843,0.145461911,11.8,0.114672986,0.07987399,1.506,5/15/18,,,,6.7,,,0.564295956,,,,,,,,15.7376,,,0.2,,,,,,,,,,,
P13006_1008_LMO,0.138181382,0.138503068,0.292986696,0.17478369,2.470660983,2.487094051,2.518436558,2.495819718,0.011050456,0.031463662,13.9,0.114672986,0.077195598,1.2224,5/29/18,,,,7,,,0.452749081,,,,,,,,14.8288,,,0.2,,,,,,,,,,,
P13006_1009_LMO,0.159157554,0.15994986,0.32733878,0.270182695,3.038948989,3.096089506,3.207556715,2.193638129,0.027260533,0.076377529,18,0.104701422,0.070202824,3.5392,6/14/18,,,,6.8,,,0.492118566,,,,,,,,9.9648,,,0.2,,,,,,,,,,,
P13006_1010_LMO,0.207413269,0.210983445,0.341700834,0.265953431,2.291210027,2.374616025,2.479141186,2.163018064,0.060675852,0.12705424,16.4,0.148652174,0.086368792,1.818,6/26/18,,,,7.2,,,0.452870485,,,,,,,,16.01422222,,,0.2,,,,,,,,,,,
P13006_1011_LMO,0.206235879,0.207019841,0.297204392,0.314395432,2.080171598,2.095645661,2.270242977,1.963882754,0.014123236,0.149633875,18.7,0.160086957,0.071917927,2.1108,7/10/18,,,,7.1,,,0.40884141,,,,,,,,10.64533333,,,0.2,,,,,,,,,,,
P13006_1012_LMO,0.248454179,0.249242975,0.341278067,0.340477377,2.080120899,2.093924386,2.393354379,1.918388848,0.012618319,0.224805322,21.2,0.144587678,0.069855357,3.4496,7/24/18,,,,6.8,,,0.538049632,,,,,,,,11.9424,,,0.2,,,,,,,,,,,
P13006_1013_LMO,0.259049559,0.260572114,0.396256726,0.265064166,2.095050665,2.129914608,2.255656908,2.074607132,0.030855379,0.127906152,21.9,0.148652174,0.109558888,1.6568,8/7/18,,,,7.1,,,1.352321586,,,,,,,,10.36088889,,,0.2,,,,,,,,,,,
P13006_1014_LMO,0.258010817,0.260977041,0.342273654,0.258807645,2.191764287,2.237276255,2.336667783,2.217349204,0.036783999,0.108406515,15,0.109687204,0.065019773,1.2464,8/29/18,,,,7.5,,,0.603665441,,,,,,,,13.8496,,,0.2,,,,,,,,,,,
P13006_1015_LMO,0.388270437,0.388270437,0.618537796,0.554406757,2.65569515,2.65569515,2.65569515,2.919234068,0,0,17.5,0.074326087,0.064860694,1.156,9/11/18,,,,7.4,,,0.396261674,,,,,,,,9.635555556,,,0.2,,,,,,,,,,,
P13006_1016_LMO,0.241599734,0.243195191,0.334755438,0.278962344,2.141258553,2.166019499,2.275104047,2.14675769,0.021235448,0.104968293,11.1,0.263,0.067100972,1.8952,9/18/18,,,,7.1,,,0.327073128,,,,,,,,15.11822222,,,0.2,,,,,,,,,,,
P13006_1017_LMO,0.249407961,0.249563446,0.325098856,0.309490691,2.076589134,2.078757489,2.171374915,2.094880341,0.002010048,0.080918397,11.2,0.209402844,0.082204915,1.9412,10/10/18,,,,6.9,,,0.524926471,,,,,,,,12.3264,,,0.2,,,,,,,,,,,
P13006_1018_LMO,0.195887666,0.196766852,0.301085378,0.288769967,2.047156436,2.064556909,2.139489841,2.027774211,0.016345273,0.081030477,11.1,0.14957346,0.103878173,1.9592,10/16/18,,,,7.1,,,0.748020221,,,,,,,,8.2304,,,0.2,,,,,,,,,,,
P13006_1019_LMO,0.260287733,0.26317117,0.323451391,0.29424546,2.095669002,2.134386358,2.196210042,2.093509007,0.034130661,0.084049654,8.1,0.393876777,0.258616837,1.3552,11/6/18,,,,7.1,,,0.675842831,,,,,,,,16.4864,,,0.2,,,,,,,,,,,
P13006_1020_LMO,0.216097774,0.216700835,0.299046269,0.246778601,2.243462934,2.253084054,2.354498086,2.239826905,0.007677952,0.081975127,8.3,0.365913043,0.333600981,1.4956,11/13/18,,,,7.1,,,0.647856388,,,,,,,,12.36622222,,,0.2,,,,,,,,,,,
P13006_1021_LMO,0.23043429,0.238764501,0.330574346,0.24616549,2.10690877,2.244369481,2.387875183,2.061334967,0.110466154,0.202443574,6.8,0.417369565,0.743042164,1.2208,11/27/18,,,,6.5,,,0.654146256,,,,,,,,14.45688889,,,0.2,,,,,,,,,,,
P13006_1022_LMO,0.258265444,0.260376683,0.408254831,0.271754309,2.136145992,2.171209402,2.37302328,2.102176242,0.029937781,0.172522412,,,,,1/10/19,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,
P13006_1023_LMO,0.23327762,0.234797744,0.366449729,0.245925351,2.140481484,2.169383989,2.346517643,2.117936152,0.02471601,0.153014081,4.2,0.720707182,2.321379822,0.6024,1/9/18,,,,7.3,,,,,,,,,,,17.47476412,,,3-0.2,,,,,,,,,,,
P13006_1024_LMO,0.228107258,0.228695976,0.390194922,0.238279423,2.09145283,2.102505929,2.263152146,2.078409079,0.010025433,0.135929244,4.4,0.638180095,2.477874466,,1/23/18,,,,7.4,,,0.96455239,,,,,,,,20.2944,,,3-0.2,,,,,,,,,,,
P13006_1025_LMO,0.227957509,0.230497415,0.37707758,0.248158349,2.153233271,2.197300564,2.329341967,2.14352911,0.036805539,0.132478099,2.7,0.712966825,2.76919664,,2/20/18,,,,7.5,,,0.570857537,,,,,,,,22.8992,,,3-0.2,,,,,,,,,,,
P13006_1026_LMO,0.242377637,0.243532024,0.35163951,0.274007343,2.250615591,2.265939333,2.361244858,2.226899636,0.012104642,0.08127066,2.4,0.543450237,2.263545202,1.626,4/3/18,,,,6.9,,,0.511803309,,,,,,,,19.3152,,,3-0.2,,,,,,,,,,,
P13006_1027_LMO,0.111555223,0.111555223,0.291074759,0.122746768,2.150366346,2.150366346,2.150366346,2.392178658,0,0,5.4,0.339033175,0.151712805,10.466,4/19/18,,,,6.5,,,0.524926471,,,,,,,,14.7008,,,3-0.2,,,,,,,,,,,
P13006_1028_LMO,0.255025253,0.258582786,0.370055555,0.266915658,2.216558872,2.273400651,2.482721019,2.220926059,0.04463778,0.179509256,6.1,0.2492891,0.072533749,3.5512,5/2/18,,,,6.8,,,0.538049632,,,,,,,,14.0288,,,3-0.2,,,,,,,,,,,
P13006_1029_LMO,0.250780256,0.250858091,0.494601409,0.259290072,2.198499555,2.19955245,2.342831464,2.203612887,0.00087774,0.107483264,11.8,0.114672986,0.07987399,1.506,5/15/18,,,,6.7,,,0.564295956,,,,,,,,15.7376,,,3-0.2,,,,,,,,,,,
P13006_1030_LMO,0.11436114,0.114577007,0.246673174,0.108907687,2.149426633,2.158996763,2.163467702,2.247885643,0.008257254,0.012068294,13.9,0.114672986,0.077195598,1.2224,5/29/18,,,,7,,,0.452749081,,,,,,,,14.8288,,,3-0.2,,,,,,,,,,,
P13006_1031_LMO,0.194375805,0.195272707,0.355613379,0.270234822,2.273032084,2.296270383,2.422291975,2.186555297,0.017927046,0.104943214,18,0.104701422,0.070202824,3.5392,6/14/18,,,,6.8,,,0.492118566,,,,,,,,9.9648,,,3-0.2,,,,,,,,,,,
P13006_1032_LMO,0.200668892,0.201112964,0.359618666,0.304117807,2.095727564,2.102782299,2.183011591,2.149753779,0.006397215,0.073781211,16.4,0.148652174,0.086368792,1.818,6/26/18,,,,7.2,,,0.452870485,,,,,,,,16.01422222,,,3-0.2,,,,,,,,,,,
P13006_1033_LMO,0.242770435,0.245948551,0.339001814,0.257481963,2.166174984,2.21967107,2.379386736,2.157270794,0.043861076,0.15456996,18.7,0.160086957,0.071917927,2.1108,7/10/18,,,,7.1,,,0.40884141,,,,,,,,10.64533333,,,3-0.2,,,,,,,,,,,
P13006_1034_LMO,0.240866849,0.242574699,0.382203071,0.257794484,2.113217897,2.146027911,2.329471135,2.087857133,0.028629332,0.162661101,21.2,0.144587678,0.069855357,3.4496,7/24/18,,,,6.8,,,0.538049632,,,,,,,,11.9424,,,3-0.2,,,,,,,,,,,
P13006_1035_LMO,0.239931642,0.241854331,0.375116489,0.258729283,2.082902918,2.117858019,2.257767095,2.0734691,0.031269714,0.13902747,21.9,0.148652174,0.109558888,1.6568,8/7/18,,,,7.1,,,1.352321586,,,,,,,,10.36088889,,,3-0.2,,,,,,,,,,,
P13006_1036_LMO,0.28048213,0.283187668,0.378415372,0.292927045,2.268111523,2.306930003,2.410811536,2.326959235,0.029702034,0.101147467,15,0.109687204,0.065019773,1.2464,8/29/18,,,,7.5,,,0.603665441,,,,,,,,13.8496,,,3-0.2,,,,,,,,,,,
P13006_1037_LMO,0.26714342,0.270502751,0.371836496,0.267740292,2.233319958,2.283413193,2.379104648,2.279931922,0.039031261,0.105709665,17.5,0.074326087,0.064860694,1.156,9/11/18,,,,7.4,,,0.396261674,,,,,,,,9.635555556,,,3-0.2,,,,,,,,,,,
P13006_1038_LMO,0.220486022,0.223245827,0.327011108,0.234920018,2.237636639,2.282086164,2.396991952,2.24670368,0.034669686,0.114070316,11.1,0.263,0.067100972,1.8952,9/18/18,,,,7.1,,,0.327073128,,,,,,,,15.11822222,,,3-0.2,,,,,,,,,,,
P13006_1039_LMO,0.218305966,0.224167322,0.311519497,0.225154354,2.031589093,2.127746821,2.357545605,2.018434481,0.085265351,0.240107228,11.2,0.209402844,0.082204915,1.9412,10/10/18,,,,6.9,,,0.524926471,,,,,,,,12.3264,,,3-0.2,,,,,,,,,,,
P13006_1040_LMO,0.184347155,0.185047677,0.289415998,0.260814498,2.064729405,2.080099808,2.165058534,2.067573425,0.01423054,0.086115097,11.1,0.14957346,0.103878173,1.9592,10/16/18,,,,7.1,,,0.748020221,,,,,,,,8.2304,,,3-0.2,,,,,,,,,,,
P13006_1041_LMO,0.244219726,0.24977504,0.329078447,0.256324916,2.127155325,2.217291084,2.361021712,2.119860526,0.074046183,0.171831489,8.1,0.393876777,0.258616837,1.3552,11/6/18,,,,7.1,,,0.675842831,,,,,,,,16.4864,,,3-0.2,,,,,,,,,,,
P13006_1042_LMO,0.232357757,0.232963748,0.331143365,0.312886567,2.017664846,2.027552341,2.131904059,1.987055252,0.009622376,0.100926586,8.3,0.365913043,0.333600981,1.4956,11/13/18,,,,7.1,,,0.647856388,,,,,,,,12.36622222,,,3-0.2,,,,,,,,,,,
P13006_1043_LMO,0.22728013,0.232506102,0.340303194,0.252776966,2.113281352,2.205190578,2.344175833,2.073609375,0.076261155,0.171774016,6.8,0.417369565,0.743042164,1.2208,11/27/18,,,,6.5,,,0.654146256,,,,,,,,14.45688889,,,3-0.2,,,,,,,,,,,
P13006_1044_LMO,0.656114837,0.658249211,0.807839514,0.680902493,3.067034135,3.097241905,3.233295382,3.173148359,0.01440357,0.074446599,,,,,1/10/19,,,,,,,,,,,,,,,,,,3-0.2,,,,,,,,,,,
P13006_1045_LMO,0.575030204,0.576336762,0.802305601,0.702685306,2.843465598,2.856331463,3.00085358,3.001646614,0.006930801,0.078660419,4.2,0.720707182,2.321379822,0.6024,1/9/18,,,,7.3,,,,,,,,,,,17.47476412,,,3,,,,,,,,,,,
P13006_1046_LMO,0.41780806,0.419416479,0.646528791,0.49076133,2.40320271,2.418067259,2.555556398,2.402792483,0.01048226,0.097941604,4.4,0.638180095,2.477874466,,1/23/18,,,,7.4,,,0.96455239,,,,,,,,20.2944,,,3,,,,,,,,,,,
P13006_1047_LMO,0.31396404,0.31475094,0.577717619,0.40904301,2.457628009,2.46561862,2.563382836,2.234046856,0.00545204,0.067644869,2.7,0.712966825,2.76919664,,2/20/18,,,,7.5,,,0.570857537,,,,,,,,22.8992,,,3,,,,,,,,,,,
P13006_1048_LMO,0.365186654,0.366743885,0.579693222,0.427073303,2.386908759,2.392565033,2.469431744,2.189905755,0.004061766,0.056159795,2.4,0.543450237,2.263545202,1.626,4/3/18,,,,6.9,,,0.511803309,,,,,,,,19.3152,,,3,,,,,,,,,,,
P13006_1049_LMO,0.27758839,0.277686156,0.456657882,0.317959453,2.431568448,2.432439507,2.501253488,2.258637679,0.000608095,0.046417904,5.4,0.339033175,0.151712805,10.466,4/19/18,,,,6.5,,,0.524926471,,,,,,,,14.7008,,,3,,,,,,,,,,,
P13006_1050_LMO,0.30150848,0.302717964,0.538941197,0.368662303,2.416537342,2.431837186,2.627771671,2.249269883,0.010685463,0.129769017,6.1,0.2492891,0.072533749,3.5512,5/2/18,,,,6.8,,,0.538049632,,,,,,,,14.0288,,,3,,,,,,,,,,,
